,Date,News,Label
5081,27-Sep-17,Regulated ICOs Arrive: Overstock to Open Exchange for Legal Token Trading,0
5082,27-Sep-17,Reports: Showtime Websites Used to Secretly Mine Cryptocurrency,1
5083,27-Sep-17,Gold Dealer Sharps Pixley Begins Accepting Bitcoin,1
5084,27-Sep-17,"First Cash, Now Gold? Another Bitcoin Hard Fork Is on the Way",0
5085,26-Sep-17,Watch: Jesse Ventura Moderates Colorado Governor Candidates in Bitcoin Debate,1
5086,9-Oct-17,Rumor or Not: Goldman Trading Would Change Bitcoin,1
5087,8-Oct-17,Oracle's Entrance: Database Giant Unveils Enterprise Blockchain Strategy,1
5088,3-Oct-17,BP Tech Chief: Blockchain Could Give Company 'Competitive Advantage',0
5089,3-Oct-17,$100 Ahead? Monero Price Holding Strong Above Key Support Level,1
5090,3-Oct-17,Singapore Regulator Teams With Asian Banks for Blockchain KYC Trial,0
5091,3-Oct-17,Malta's Government Is Putting Academic Certificates on a Blockchain,0
5092,3-Oct-17,The US Treasury Is Testing Distributed Ledger Asset Tracking,0
5093,11-Oct-17,"IBM, Hyperledger Join Blockchain Identity Consortium",1
5094,11-Oct-17,Lithuania's Central Bank Publishes New ICO Guidance,1
5095,11-Oct-17,The Byzantium Countdown: What's Left Before Ethereum's Next Fork?,1
5096,26-Sep-17,Ethereum Founder Vitalik Buterin Co-Authors Plan for Interactive ICO Protocol,1
5097,26-Sep-17,Ex-Fortress Billionaire: Crypto Market Will Be 'Largest Bubble of Our Lifetimes',0
5098,26-Sep-17,Through the Roadblock? Bitcoin's Price Might Be Priming for a Boost,1
5099,26-Sep-17,USV's Fred Wilson Predicts 'Big' Cryptocurrency Crash,0
5100,5-Oct-17,Money on Mougayar? Business Blockchain Author Launches Crypto Fund,0
5101,4-Oct-17,GAW Miners CEO Held Liable for $9.8 Million Judgment in SEC Case,0
5102,4-Oct-17,SEC Chair 'Optimistic' on Efforts to Catch ICO Bad Guys,0
5103,4-Oct-17,Former Bundesbank Chief: Bitcoin Doesn't Meet Full Definition of a Currency,0
5104,8-Oct-17,Better Off Abroad? Blockchain Health Firms Gain Ground Outside the US,1
5105,3-Oct-17,Golden Crossover: Bitcoin Charts Suggest Price Readying for Bump,1
5106,3-Oct-17,US Commerce Department Backs Blockchain Trade Mission to UAE,1
5107,3-Oct-17,"Europol Warns Zcash, Monero and Ether Playing Growing Role in Cybercrime",0
5108,3-Oct-17,Appcoin Law Part 2: The SAFT Solution,1
5109,3-Oct-17,European Central Bank Calls for DLT Post-Trade Interoperability,1
5110,10-Oct-17,Torrent Website Offers Users Rewards for Cryptocurrency Mining,1
5111,10-Oct-17,100 and Counting: Ripple Adds New Members to Distributed Ledger Network,1
5112,10-Oct-17,No More Nuclear: Japan's Biggest Utility Turns to Blockchain in Power Pivot,1
5113,10-Oct-17,Russia's Central Bank Backs Move to Block Bitcoin Websites,1
5114,26-Sep-17,Mizuho CEO: Financial Firms 'Should Have Courage' to Take Blockchain Live,1
5115,26-Sep-17,Gaming Firm to Buy $80 Million Stake in Korean Bitcoin Exchange Korbit,1
5116,4-Oct-17,Ethereum Client Update Sets Byzantium Hard Fork Date,1
5117,4-Oct-17,OneCoin Promoter Targeted By Finnish Police in Ongoing Investigation,1
5118,4-Oct-17,"Ripple Price Consolidates, But Could It 'Swell' Higher?",0
5119,4-Oct-17,China State News Calls for 'Iron Fist' Regulation of Bitcoin Exchanges,1
5120,7-Oct-17,Ethereum Developers Optimistic Ahead of Byzantium Blockchain Fork,1
5121,7-Oct-17,Bitcoin Meets Netflix? Laolu Is Building a Lightning-Powered App for That,0
5122,6-Oct-17,Survey: Most Medical Group Execs See Promising Role For Blockchain,1
5123,10-Oct-17,"$5,000 in Reach? Bitcoin Falls Back After Hitting 5-Week High",0
5124,10-Oct-17,Dubai Land Department Launches Blockchain Real Estate Initiative,1
5125,10-Oct-17,No Fraud: Ex-JPMorgan Trader Masters Thinks Bitcoin Breakout Just Beginning,1
5126,10-Oct-17,Ex-IMF Economist Kenneth Rogoff Joins 'Bitcoin Will Collapse' Chorus,0
5127,10-Oct-17,Ready for Takeoff? Lufthansa Strikes Deal With Blockchain ICO Startup,1
5128,10-Oct-17,Indian State Partners With Blockchain Startup for Land Registry Pilot,1
5129,13-Oct-17,'Massive Disruption': IMF's Lagarde Says Cryptocurrencies Must Be Taken Seriously,0
5130,6-Nov-17,Pop Star Bjork to Accept Cryptocurrency Payments for New Album,1
5131,8-Nov-17,CBOE President: Bitcoin ETFs Will Follow Futures Products,1
5132,8-Nov-17,Bitcoin's Bogeyman Cometh: Why Segwit2x Is a 51% Attack,1
5133,7-Nov-17,"The DAO Again? Fears, Forks and Finger-Pointing In Parity Exploit Aftermath",1
5134,7-Nov-17,UPS Eyes Paperless Shift With Blockchain Consortium Entry,1
5135,9-Oct-17,Corda for Cargo: R3 Inks Another Trade Finance Partnership,0
5136,13-Oct-17,State of Blockchain Survey: Was Q3 a Mainstream Breakthrough?,1
5137,13-Oct-17,"Bitcoin's Price Keeps Rising, But Is $6,000 in Reach?",0
5138,13-Oct-17,No Token Response: UNICEF Is Open to Doing Its Own ICO,0
5139,13-Oct-17,History Repeated? Confidence High Ethereum Will Avoid Blockchain Split,0
5140,13-Oct-17,Spanish Telco Telefonica Hints at Blockchain Role in Data Tracking,1
5141,13-Oct-17,"$5,800: Bitcoin Price Hits New Record High",0
5142,16-Oct-17,IBM's Stellar Move: Tech Giant Uses Cryptocurrency in Cross-Border Payments,0
5143,16-Oct-17,"Bulls Take Breather? Bitcoin Slows as Price Struggles to Breach $6,000",1
5144,3-Nov-17,Shifting and Changing: Ethereum's Casper Code Takes Shape,1
5145,2-Nov-17,Smarter Bug Bounties? Hydra Codes Creative Solution for Ethereum Theft,1
5146,2-Nov-17,Ethereum Storage Network Swarm Enters Next Test Phase,0
5147,2-Nov-17,Credit Suisse CEO: Bitcoin the 'Very Definition of a Bubble',0
5148,2-Nov-17,Coinbase's GDAX Exchange Sets Out Criteria for Token Listings,1
5149,2-Nov-17,Short-Term Top? Bitcoin Price Seeks Direction on Choppy Charts,1
5150,2-Nov-17,Ethereum Wallet Status Pledges $1 Million for New Bug Bounty Program,1
5151,2-Nov-17,Bitcoin Payroll Startup Bitwage Adds 18 New Currencies,1
5152,16-Nov-17,Moldova Eyes Blockchain IDs to Help Curb Child Trafficking,1
5153,6-Nov-17,Price of Success? Bitcoin Faces New Pressure in a Multi-Coin World,1
5154,6-Nov-17,IBM Pitches Blockchain to British Columbia for Pot Supply Chains,1
5155,6-Nov-17,UBS Chief Economist Compares Bitcoin to Tulip Mania,1
5156,6-Nov-17,ETF Firms File to Create Blockchain Investment Products,1
5157,6-Nov-17,Segwit2x Is Doomed to Fail,0
5158,4-Oct-17,"Tencent, FedEx Join Tapscott-Led Blockchain Research Effort",1
5159,7-Nov-17,Mixed Mining Arts? UFC Website Removes Malicious Crypto Code,1
5160,7-Nov-17,Allianz Unveils Blockchain Prototype for Self-Insurance Products,1
5161,7-Nov-17,CME Group's Leo Melamed: We'll 'Tame' Bitcoin,1
5162,7-Nov-17,Ethereum Client Bug Freezes User Funds as Fallout Remains Uncertain,1
5163,13-Oct-17,Swift Blockchain Success Sets Stage for Sibos,1
5164,13-Oct-17,PBoC Digital Currency Director Calls for Centralized State Cryptocurrency,1
5165,12-Oct-17,Nasdaq CEO: Exchange Is Staying Away from ICOs,0
5166,12-Oct-17,Wall Street Analyst Bernstein: Bitcoin Is a 'Censorship Resistant Asset Class',1
5167,12-Oct-17,Slovenia's Prime Minister Lauds Nation as 'Blockchain-Friendly Destination',1
5168,12-Oct-17,Ethereum Software Sees Delay Ahead of Byzantium Fork,1
5169,15-Oct-17,Hours to Go: How to Watch Ethereum's Fork as It Happens,0
5170,15-Oct-17,"Collaboration FTW: How Blockchain Came So Far, So Fast",1
5171,14-Oct-17,Ethereum Developers Find Geth Bug as Hard Fork Nears,1
5172,14-Oct-17,Afraid of ICOs? Bankers Heap Criticism on Token Tech at Exchange Event,0
5173,14-Oct-17,"Logical or Not, Bitcoin's Coming Fork Is Boosting Its Price",1
5174,13-Oct-17,World Bank President: Everyone Is Excited About Blockchain,0
5175,13-Oct-17,"At It Again: Dimon Breaks Vow, Says Bitcoin Buyers Will 'Pay the Price'",1
5176,13-Oct-17,At Last? Parity Releases Revised Software Ahead of Ethereum Hard Fork,0
5177,13-Oct-17,"Basecoin Revealed: A16z, MetaStable Seek Crypto Holy Grail With Stable Token",0
5178,13-Oct-17,"Ethereum Startup ConsenSys Hires IBM, Oracle Execs in Expansion Push",0
5179,10-Nov-17,US Treasury Secretary: We're Looking 'Carefully' at Illicit Uses of Bitcoin,1
5180,10-Nov-17,Bitcoin Classic Team to Cease Code Support In Wake of 2x Suspension,0
5181,10-Nov-17,"Stratumn, Deloitte Trial Blockchain Platform with 14 European Insurers",1
5182,13-Nov-17,CME CEO: Bitcoin Futures Could Begin Trading As Soon As December,1
5183,2-Nov-17,Nasdaq Exec: Blockchain Progress Slow Amid Real-World Roadblocks,1
5184,2-Nov-17,Free Market Forks? Bitcoin Startups Love the Idea But Brace for Reality,0
5185,2-Nov-17,Ex-Credit Suisse Exec to Launch ICO for Luxury Good Platform,0
5186,2-Nov-17,"Bitcoin Sets New Record as Price Tops $7,000",0
5187,2-Nov-17,Bitcoin Exchange Bribery Case Ends With 5-Year Jail Sentence,0
5188,3-Nov-17,Tezos Founders Sued for Securities Fraud in Potential Class Action,1
5189,3-Nov-17,UK Ministry of Justice: Blockchain Could Help Verify Crime Evidence,0
5190,3-Nov-17,Bitcoin Price: First Signs of a Tired Bull?,1
5191,3-Nov-17,Hello Moon: Ethereum Developers Launch Lightweight Dapp Browser,1
5192,3-Nov-17,"Ripple Price Outlook Positive on Korean Volume, Analyst Prediction",0
5193,16-Nov-17,Morgan Stanley CEO: Bitcoin Is 'By Definition Speculative',1
5194,16-Nov-17,Lightning Only? Scaling Bitcoin Might Require A Whole 'Nother Layer,1
5195,16-Nov-17,'Big Four' Firm KPMG Joins Blockchain Advocacy Group,1
5196,16-Nov-17,India's Supreme Court Prods Government on Bitcoin Regulation,1
5197,5-Nov-17,MIT Media Lab Director: ICOs Are 'Attracting the Wrong People',0
5198,5-Nov-17,Hold the Fork: No 2x But Everything Else Goes at Scaling Bitcoin Event,1
5199,5-Nov-17,Vatican Address to Highlight Bitcoin Use in Slave Trade,1
5200,4-Nov-17,Zk-Snarks Everywhere: Ethereum Privacy Tech Hits Tipping Point,0
5201,3-Nov-17,China's Bitcoin Exchanges Are Shifting Business Models,1
5202,3-Nov-17,Trust No One: Ethereum Smart Contract Security Is Advancing,0
5203,3-Nov-17,Blockchain Startup With Disney Roots Completes $13.7 Million ICO,1
5204,4-Oct-17,Where SAFT Falls Short,1
5205,4-Oct-17,Greek Court Backs Extradition of Alleged Bitcoin Exchange Operator to US,1
5206,4-Oct-17,When Not If? Banks Strike Optimistic Tone on Blockchain Impact,1
5207,4-Oct-17,New Banks Join UBS-Backed Blockchain Trade Finance Platform,0
5208,7-Nov-17,Malaysia's Securities Watchdog Plans Cryptocurrency Regulations,1
5209,7-Nov-17,How to Stop Worrying and Love the Fork,0
5210,7-Nov-17,"Shell, BP Among Energy Giants to Back Blockchain Trading Platform",1
5211,7-Nov-17,Money Manager VanEck Launches Cryptocurrency Price Indices,1
5212,6-Nov-17,"$8,000? Goldman Sachs Analysts See Possible Bitcoin Price Jump",1
5213,6-Nov-17,"Bitcoin's Price Slips Below $7,000",1
5214,13-Oct-17,Gibraltar Publishes Draft Regulations for Blockchain Startups,1
5215,13-Oct-17,What Hard Fork? Ether's Price Is Climbing Ahead of Tech Upgrade,0
5216,9-Nov-17,VR Firm YDreams Global Joins Hyperledger Blockchain Consortium,1
5217,9-Nov-17,Ether Shrugs Off Parity Concerns As Price Climbs to Three-Week High,1
5218,9-Nov-17,ICO Funds Among Millions Frozen In Parity Wallets,0
5219,9-Nov-17,'Segwit2x Rally' Unwinds? Bitcoin Looks Heavy As Fork Boost Fades,1
5220,9-Nov-17,Make Big Money on Bitcoin Cash? The IRS Might Be Watching,0
5221,9-Nov-17,Citigroup CEO: Bitcoin Threat Will Give Rise to State Cryptocurrencies,0
5222,9-Nov-17,Canadian Police Issue Warning Over Bitcoin Tax Scam,1
5223,10-Nov-17,Ethereum to ICOs: You're Doing It Wrong,0
5224,10-Nov-17,CSD Blockchain Consortium Advances Work on Proxy Voting System,1
5225,10-Nov-17,EU Officials Reveal €5 Million 'Blockchains for Social Good' Contest,0
5226,10-Nov-17,Comcast's Blockchain Patent Filing Highlights Data Use Case,0
5227,9-Nov-17,More Charges Filed Against Trader Who Used Bitcoin to Conceal Fraud,1
5228,9-Nov-17,GE Patent Filings Hint at Blockchain Role in Aircraft Management,1
5229,9-Nov-17,Bitcoin Gold Sets Sunday Date for Cryptocurrency Release,1
5230,9-Nov-17,Germany's Securities Regulator Warns ICOs Pose 'Numerous Risks',0
5231,9-Nov-17,'Plenty of Time': Parity Rep Says Startup Won't Push for Emergency Fork,0
5232,13-Nov-17,Parity Floats Fix for $160 Million Ether Fund Freeze,0
5233,13-Nov-17,Bitcoin Gold Goes Live After Bumpy Blockchain Launch,1
5234,12-Nov-17,Flimsy Floor? Bitcoin Charts Suggest Price Decline In Play,1
5235,12-Nov-17,Assets Will Be Tokens (And It Will Change Finance),0
5236,12-Nov-17,Confusion and Euphoria As Bitcoin Cash Tops $30 Billion,1
5237,11-Nov-17,Pipe Dreams: Bitcoin Won't Solve Pot Industry's Banking Problem,0
5238,3-Nov-17,Britain's Royal Mint Reveals Details on 'Live' Blockchain for Tracking Gold,0
5239,3-Nov-17,How Blockchains Will Turn Supply Chains Into Demand Chains,1
5240,3-Nov-17,Argentinian Futures Exchange Eyes Bitcoin Offering,1
5241,3-Nov-17,Bitcoin Price Sets New Record As Cryptocurrency Market Tops $200 Billion,0
5242,3-Nov-17,Colombian Financial Watchdog Joins R3 Blockchain Consortium,0
5243,3-Nov-17,Goldman Sachs CEO Lloyd Blankfein: I'm Open to Bitcoin,1
5244,15-Nov-17,Tezos Founders Hit With Second Class Action Suit,1
5245,15-Nov-17,Brokerage Chief: Bitcoin Futures Must Be Quarantined,1
5246,15-Nov-17,Fujitsu Eyes Cryptocurrency Trading With Cross-Blockchain Payments Tech,0
5247,15-Nov-17,Alleged Bitcoin Launderer Faces Extradition Hearing Next Month,0
5248,15-Nov-17,Wealth Manager Canaccord: ICOs Could Become Commonplace,1
5249,6-Nov-17,Ripio Closes $37 Million ICO for Ethereum Lending Network,0
5250,6-Nov-17,US Medical Board Group Launches Blockchain Certification Pilot,1
5251,6-Nov-17,US Treasury to Audit FinCEN's Cryptocurrency Practices,1
5252,6-Nov-17,Ethereum Classic Snaps Slump as Price Hits Eight-Week High,0
5253,6-Nov-17,PBoC Research Lead: 'Crucial' to Issue Central Bank Cryptocurrency Soon,1
5254,6-Nov-17,Bitcoin Price Fades After Spike to New Record High,1
5255,6-Nov-17,Bitcoin Startup RSK to Launch Smart Contracts Sidechain in 2017,1
5256,7-Nov-17,Russian Official: Blockchain Will 'Seriously Change' Tourism Industry,0
5257,7-Nov-17,"Short-Lived Rebound? Bitcoin Struggles to Retake $7,200",0
5258,7-Nov-17,11:FS Backs Off $50 Million Blockchain for Banking Fund,0
5259,7-Nov-17,Thai Bank Taps IBM for Contract Management Blockchain Pilot,0
5260,9-Nov-17,SITA Investigates Use of Smart Contracts in Air Transport Industry,1
5261,9-Nov-17,Renewable-Energy Blockchain Project Moves Past Test Phase,0
5262,9-Nov-17,Wall Street Exec Sued for Role in Fraudulent Cryptocurrency Scheme,1
5263,9-Nov-17,Is Your Ether Frozen? Parity Launches Support Website In Wake of Exploit,1
5264,8-Nov-17,Relief and Disbelief: Bitcoin Reacts to Sudden '2x' Suspension,1
5265,20-Nov-17,Rally Fatigue? Low Bitcoin Volumes Could Cap Upside,0
5266,9-Nov-17,"Quantum Computers Could Jack Your Crypto Private Key in 10 Years, Researchers Say",0
5267,16-Oct-17,JPMorgan Launches Interbank Payments Platform on Quorum Blockchain,1
5268,16-Oct-17,$40 Million: Digital Asset Holdings Closes Series B Fundraising,0
5269,13-Nov-17,Dutch Regulator: ICO Environment Is a 'Dangerous Cocktail',0
5270,13-Nov-17,Dash Cryptocurrency Builds Base After Setting Record Above $500,0
5271,13-Nov-17,Ex-CFTC Commissioner Bart Chilton: Bitcoin Isn't a Scam,1
5272,13-Nov-17,European Financial Regulator Warns Investors On ICO Risks,0
5273,13-Nov-17,The SAFT Is a Symptom of Regulatory Uncertainty,0
5274,13-Nov-17,Brazil's Central Bank Is Ramping Up Blockchain R&D,1
5275,13-Nov-17,"Recovery In Doubt? Bitcoin Price May Not Sustain Above $6,500",1
5276,14-Nov-17,Bitcoin Cash's New Combo: Bull Exhaustion With Limited Downside?,1
5277,14-Nov-17,Chinese Power Provider Denies Bitcoin Mining Ban,1
5278,3-Nov-17,Isle of Man Grants License to Ethereum-Based Lottery,1
5279,3-Nov-17,Finance Bigwig Mohamed El-Erian Says Bitcoin Is a Commodity,0
5280,15-Nov-17,Code Name Babylon: Cobalt Is Spinning Off a New Blockchain Subsidiary,1
5281,15-Nov-17,"Turning Tide? Bitcoin Tops $7,000 As Price Pushes Up",1
5282,15-Nov-17,Square's Cash App Pilots Bitcoin Buying and Selling,0
5283,15-Nov-17,Parity Team Publishes Postmortem on $160 Million Ether Freeze,0
5284,15-Nov-17,"Prudential, StarHub to Launch Blockchain Trade Platform In Singapore",1
5285,15-Nov-17,You Want Democracy? Try a Hard Fork,0
5286,7-Nov-17,A More Equitable ICO? Why Blockstack Said No to a Token Pre-Sale,1
5287,8-Nov-17,"Where to, Bitcoin? Price Sees $1,000 Spread As '2x' Averted",1
5288,8-Nov-17,'Dr. Doom' Roubini Joins Wall Street Chorus Calling Bitcoin a Bubble,1
5289,8-Nov-17,SEC Chairman: ICO Trading Susceptible to Price Manipulation,1
5290,8-Nov-17,2x Called Off: Bitcoin Hard Fork Suspended for Lack of Consensus,1
5291,8-Nov-17,"Cryptocurrency Market a 'Good Bubble,' Says ConsenSys CEO Joseph Lubin",0
5292,8-Nov-17,Litecoin Price Looks Northwards Amid Korean Volume Spike,1
5293,17-Nov-17,Europe's Executive Arm Issues Report on Blockchain For Education,0
5294,17-Nov-17,Mimblewimble Just Launched Its First Testnet,0
5295,16-Nov-17,Coinbase Courts Hedge Funds With Storage Service,0
5296,16-Nov-17,Dell Subsidiary Considers Blockchain Use in Data Transfers,1
5297,16-Nov-17,"Bitcoin Nears $7,900 to Hit New All-Time High",0
5298,16-Nov-17,Survey: Bitcoin Investors Won't Sell Until Price Nears $200k,1
5299,16-Nov-17,$100 Bitcoin? Japan Post Bank's CIO Blasts 'Bubble' Value,1
5300,16-Nov-17,YouTube Stars Can Now Earn Brave's Browser Tokens,1
5301,17-Nov-17,UBS CIO: We Aren't Getting Involved With Bitcoin,0
5302,17-Nov-17,Ethereum Could Soon Launch Its First Casper Testnet,1
5303,20-Nov-17,Australian Government Grants $8 Million for Blockchain Energy Pilot,0
5304,21-Nov-17,Blockchain Has Potential in Curbing Odometer Fraud: EU Report,0
5305,21-Nov-17,"Lightning Can Scale Bitcoin, But Are Costs a Barrier?",1
5306,22-Nov-17,Banca IMI Researcher Explores Ethereum Derivatives,0
5307,22-Nov-17,Survey: CFOs Think Bitcoin Is 'Real' But Are Divided on Price,0
5308,22-Nov-17,Enabling or Crippling? The Risks of State-by-State Blockchain Laws,0
5309,16-Oct-17,"BNP, Tata Tap Blockchain for Event Announcements Platform",1
5310,16-Oct-17,BBVA Advances FX Matching Pilot Built on R3 Ledger Tech,0
5311,16-Oct-17,Swift Startup Winner Demos Smart Contract Trade with 5 Financial Firms,0
5312,16-Oct-17,Priced In? Ether Sees Cautious Boost as Blockchain Upgrade Underway,0
5313,16-Oct-17,Accenture Announces New Head of Blockchain Innovation,1
5314,16-Oct-17,CME Explores Logging Trade Transactions on Blockchain System,0
5315,13-Nov-17,European Commission to Assess Potential of EU-Wide Blockchain Infrastructure,0
5316,13-Nov-17,UN Agencies Turn to Blockchain In Fight Against Child Trafficking,1
5317,13-Nov-17,Baltic Nations Agree to Support DLT Development,1
5318,13-Nov-17,Hewlett Packard Enterprise to Launch Blockchain Product in 2018,1
5319,11-Nov-17,"Blockchain ID Schemes Could Kill the Data Breach, But How Soon?",0
5320,24-Nov-17,All-Time High: Ether Prices Pass $440 as Key Level Breached,0
5321,24-Nov-17,Hybrid ICO? Overstock's tZERO to Build Services Into Security Token,0
5322,24-Nov-17,Holding Strong: Failed Price Breakdown a Boon for Bitcoin Bulls?,1
5323,24-Nov-17,Dnata Taps IBM for Air Cargo Blockchain Pilot,1
5324,24-Nov-17,Government of Bermuda Launches Cryptocurrency Task Force,1
5325,27-Nov-17,"Cryptocurrency Price Surge Could Boost GPU Sales, Says Wall Street Analyst",1
5326,27-Nov-17,"Iran's Cyberspace Authority Says It Welcomes Bitcoin, If Regulated",0
5327,14-Nov-17,SAP Adds 27 Members to Blockchain Innovation Program,1
5328,14-Nov-17,I'm Really Into Blockchain. I Blockchain Everything!,1
5329,14-Nov-17,Bottom in Place? Bitcoin's Price Needs to Consolidate,1
5330,14-Nov-17,"CoinHive Cryptocurrency Miner Is 6th Most Common Malware, Says Report",0
5331,14-Nov-17,"Reality Shares, Nasdaq Partner to Launch Blockchain Economy Index",0
5332,15-Nov-17,SecureKey Taps IBM Blockchain for Digital Identity System Launch,0
5333,15-Nov-17,'Shitshow' to Success? Bitcoin Gold's Launch Has Been Anything But Smooth,1
5334,15-Nov-17,Blockchain Advocacy Group Launched in Wyoming,1
5335,15-Nov-17,UK Hedge Fund Man Group Mulls Bitcoin Futures Offering,1
5336,15-Nov-17,Singapore's Central Bank Outlines When ICOs Are and Aren't Securities,1
5337,8-Nov-17,CoinDesk's Top 10 Token Traders and Analysts of 2017,0
5338,16-Nov-17,'Is It Real?': Square CFO Speaks Out on Cash App Bitcoin Trial,1
5339,16-Nov-17,"Bitcoin Cash Dips to $1,000, But a Recovery May Be on the Cards",0
5340,16-Nov-17,American Express Opens First Blockchain Corridor With Ripple Tech,0
5341,16-Nov-17,"New Highs in Sight? Bitcoin Moves Back Above $7,500",1
5342,16-Nov-17,Kik Might Just Move Its ICO Tokens to a New Blockchain,1
5343,20-Nov-17,Smart Dubai Office Bags Award for Blockchain Initiative,1
5344,20-Nov-17,TGEs or ICBMs? Words Might Not Matter for ICOs,1
5345,20-Nov-17,"Survey: Institutional Traders Are Split on Bitcoin's Price, Wary of ICOs",1
5346,20-Nov-17,FUD on All Sides: In Defense of CME's Bitcoin Plan,1
5347,20-Nov-17,"Bitcoin's Price Climbs Above $8,000 to Hit New High",0
5348,19-Nov-17,Even Investors with Access Want ICO Presale Reform,0
5349,19-Nov-17,The Gentrification of ICOs Is Underway,1
5350,18-Nov-17,"First Long-Term LedgerX Bitcoin Option Pegs Price at $10,000",1
5351,21-Nov-17,Ethereum Startup ConsenSys Opens New London Office,1
5352,30-Nov-17,ECB's Yves Mersch: Banks Need Faster Payments to Counter Bitcoin,1
5353,30-Nov-17,"Coinbase Ordered to Hand IRS Data on 14,000 Users",1
5354,30-Nov-17,"Down, Not Out? Dash Price Likely to Defend $600",0
5355,30-Nov-17,PwC's Hong Kong Office Accepts Bitcoin Payment,1
5356,5-Dec-17,$240: Monero Prices Hit Record High and Could Climb Further,0
5357,5-Dec-17,R3's Corda Platform Launches on Amazon Web Services,1
5358,5-Dec-17,"Overbought? Bitcoin Eyes $12k, But Correction Possible",1
5359,5-Dec-17,"G-Eazy, Mariah and More to Sell Albums for Monero",1
5360,16-Oct-17,Obvious Bubble? SEC Committee Lashes Out at Bitcoin and ICOs,0
5361,16-Oct-17,Tradeshift Joins Hyperledger Blockchain Consortium as Premier Member,0
5362,16-Oct-17,"Ethereum's Byzantium Hard Fork Is Running Smoothly, Developers Say",0
5363,16-Oct-17,Ethereum Executes Byzantium Blockchain Software Upgrade,1
5364,10-Nov-17,"Bitcoin Price Decline Continues As Markets Drop Below $6,500",1
5365,10-Nov-17,"Cryptocurrency Mining Sales Cool in Q3, Says Nvidia",1
5366,10-Nov-17,US Customs and Border Protection Advisors Form Blockchain Research Effort,1
5367,10-Nov-17,'2x' Boost? Bitcoin Cash Closes on Record High,0
5368,10-Nov-17,Singapore Central Banker: Regulators Have 'Duty' to Learn from ICOs,0
5369,10-Nov-17,"Bitcoin Isn't 'Too Expensive,' Says BTCC Boss Bobby Lee",1
5370,24-Nov-17,Swiss Central Banker: Bitcoin 'More Investment Than Currency',1
5371,23-Nov-17,$413: Ether Prices Within a Whisker of All-Time High,0
5372,14-Nov-17,Hong Kong Official Touts Blockchain for China's 'Belt and Road' Plan,1
5373,14-Nov-17,"I'll Give You My Bitcoin When You Pry It From My Cold, Dead Hands",0
5374,14-Nov-17,Ubin Part 2: Singapore Central Bank Publishes Blockchain Project Details,1
5375,14-Nov-17,Iranian Central Banker: 'Risky' Bitcoin Requires Review,1
5376,14-Nov-17,Mastercard Seeks Patent for Instant Blockchain Payments Processing,0
5377,15-Nov-17,"Bitcoin Bulletproofed: Wuille, Maxwell and More Propose Scalable Privacy Tech",0
5378,14-Nov-17,UK Finance Regulator Warns Against Cryptocurrency Derivatives,0
5379,14-Nov-17,Morgan Stanley Predicts 2018 Plunge in GPU Mining Sales,1
5380,14-Nov-17,Top SEC Accountant Wants Auditor Eyes on Crypto,0
5381,14-Nov-17,Russian Central Bank Official: ICOs Have 'Huge Potential',1
5382,8-Nov-17,"Deloitte Report: Over 26,000 Blockchain Projects Began in 2016",0
5383,8-Nov-17,"$7,500 and Rising: Bitcoin Price Looks Ready to Challenge Records",1
5384,8-Nov-17,Ethereum Security Lead: Hard Fork Required to Release Frozen Parity Funds,0
5385,17-Nov-17,"No Fork, No Fire: Segwit2x Nodes Stall Running Abandoned Bitcoin Code",0
5386,17-Nov-17,"Internet Archive Adds Bitcoin Cash, Zcash to Donation Options",1
5387,17-Nov-17,ECB Council Member: Central Banks Considering Crypto Regulation,1
5388,17-Nov-17,Ripple Makes a Splash: XRP Price Looks Up on Amex News,1
5389,17-Nov-17,Visa Launches First Phase of Blockchain B2B Payments,0
5390,17-Nov-17,"Up and Away? Bitcoin Price Eyes $8,000 Or Higher",1
5391,18-Nov-17,ICOs on Our Terms and Conditions,0
5392,18-Nov-17,Millions Gone? Broker Takes Fire for Bitcoin Cash Freeze,0
5393,17-Nov-17,Gox ICO? CEO Karpeles Floats Token Sale to Revive Bitcoin Exchange,1
5394,3-Dec-17,How Governments Are Reacting to ICOs,0
5395,3-Dec-17,Bitcoin Breakout: Price Spikes $500 in One Hour to Top $11.5k,1
5396,21-Nov-17,Tether Claims $30 Million in US Dollar Token Stolen,1
5397,20-Nov-17,Bitcoin ATM Installations Draw Warning from Russian Prosecutors,1
5398,20-Nov-17,CBOE Releases New Details on Bitcoin Futures Contracts,1
5399,20-Nov-17,State Bank of India to Beta Test Blockchain Smart Contracts Next Month,1
5400,20-Nov-17,$10 Million: Ethereum.com Domain Name Up for Sale,1
5401,20-Nov-17,CME's Bitcoin Futures Likely to Start Trading December 11,1
5402,20-Nov-17,"JPMorgan, Goldman Sachs Trial DLT for Equity Swaps",1
5403,20-Nov-17,"$8,200: Bitcoin's Price Starts Week With New All-Time High",0
5404,4-Dec-17,Blockchains Are Forever? Diamond Giant De Beers Unveils DLT Strategy,1
5405,4-Dec-17,CBOE to Begin Bitcoin Futures Trading December 10,0
5406,4-Dec-17,Bitcoin Spin-Offs Caught in a Bull-Bear Tug Of War,1
5407,4-Dec-17,SEC Files Fraud Charges Against ICO Organizer,0
5408,4-Dec-17,"USV, Winklevoss Bros Invest in $50 Million Blockstack ICO",0
